Kod,Gmina,Powiat,Wojewodztwo,Rok,Data,Dotacja
3018073,Ostrzeszów (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2018,2018-11-28,2478654
3018073,Ostrzeszów (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2019,2019-04-20,3972500
3018073,Ostrzeszów (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2020,2020-02-25,3796158
3018073,Ostrzeszów (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2021,2021-01-25,11726313
3018073,Ostrzeszów (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2022,2022-07-26,15072222
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2004,2004-10-03,4462932
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2005,2005-12-31,5451587
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2006,2006-08-17,2634366
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2007,2007-03-05,2475267
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2008,2008-02-16,5257140
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2009,2009-05-04,7896054
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2010,2010-01-16,6971712
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2011,2011-09-19,1487184
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2012,2012-01-29,30313603
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2013,2013-12-28,10462000
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2014,2014-04-13,2524945
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2015,2015-08-03,25400354
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2016,2016-05-22,8862902
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2017,2017-05-19,9194638
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2018,2018-10-09,8911173
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2019,2019-11-28,84251701
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2020,2020-04-11,5479865
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2021,2021-11-10,5264984
3018063,Mikstat (3),Powiat ostrzeszowski,WIELKOPOLSKIE,2022,2022-05-26,14656866
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2004,2004-06-02,248623
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2005,2005-02-23,1731532
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2006,2006-05-04,18821722
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2007,2007-12-15,8318913
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2008,2008-06-04,504273
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2009,2009-01-04,749014
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2010,2010-05-08,34901500
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2011,2011-03-16,16043604
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2012,2012-02-09,14483095
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2013,2013-04-21,1413171
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2014,2014-04-09,17753674
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2015,2015-07-09,24557877
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2016,2016-11-28,2945542
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2017,2017-02-26,20146077
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2018,2018-01-06,4194691
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2019,2019-08-14,13691010
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2020,2020-07-08,2883253
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2021,2021-02-05,3580674
3018052,Kraszewice (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2022,2022-10-27,42785327
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2004,2004-07-13,1564989
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2005,2005-11-12,940752
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2006,2006-01-25,4861778
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2007,2007-03-31,6316296
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2008,2008-10-31,2082939
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2009,2009-10-31,13182071
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2010,2010-01-28,3392184
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2011,2011-01-08,29649516
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2012,2012-03-26,17290233
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2013,2013-02-08,3131679
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2014,2014-02-22,22831566
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2015,2015-11-10,1355990
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2016,2016-12-11,357471
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2017,2017-11-25,9977955
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2018,2018-01-07,37413181
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2019,2019-10-12,1134331
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2020,2020-03-25,23537141
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2021,2021-07-31,519635
3018042,Kobyla Góra (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2022,2022-01-26,6104769
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2004,2004-12-04,2769925
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2005,2005-07-26,1924405
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2006,2006-06-20,1515572
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2007,2007-08-07,8980901
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2008,2008-11-15,134609
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2009,2009-11-06,172953
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2010,2010-04-26,17095193
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2011,2011-03-01,35300243
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2012,2012-10-18,8559624
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2013,2013-02-27,67067890
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2014,2014-03-31,4546334
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2015,2015-10-10,7426979
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2016,2016-05-24,1650108
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2017,2017-03-17,10381907
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2018,2018-10-06,26555307
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2019,2019-01-22,14862074
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2020,2020-10-24,1092564
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2021,2021-11-27,3591036
3016013,Oborniki (3),Powiat obornicki,WIELKOPOLSKIE,2022,2022-07-08,5610743
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2004,2004-09-04,7471159
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2005,2005-05-21,1355262
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2006,2006-05-08,2248028
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2007,2007-08-04,2228042
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2008,2008-06-02,1026998
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2009,2009-10-02,6389513
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2010,2010-12-25,22441298
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2011,2011-12-28,7937583
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2012,2012-06-01,2888238
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2013,2013-09-29,3497934
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2014,2014-09-13,34430555
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2015,2015-04-24,173954
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2016,2016-12-05,4697955
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2017,2017-02-21,7553971
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2018,2018-08-30,1645193
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2019,2019-11-10,29212193
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2020,2020-10-09,7084899
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2021,2021-07-16,7912010
3016023,Rogoźno (3),Powiat obornicki,WIELKOPOLSKIE,2022,2022-10-13,20283808
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2004,2004-10-31,33704
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2005,2005-12-12,7842851
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2006,2006-09-21,600097
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2007,2007-06-03,8215166
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2008,2008-12-20,821064
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2009,2009-09-26,36107862
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2010,2010-06-27,3098732
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2011,2011-01-28,19972687
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2012,2012-09-06,18286683
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2013,2013-06-21,4591745
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2014,2014-03-26,11882958
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2015,2015-12-25,10605208
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2016,2016-01-04,815573
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2017,2017-09-27,83486485
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2018,2018-06-16,6906719
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2019,2019-10-14,45334834
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2020,2020-01-24,48213952
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2021,2021-12-30,15125566
3016032,Ryczywół (2),Powiat obornicki,WIELKOPOLSKIE,2022,2022-06-26,61602136
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-12-30,907905
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-03-26,604502
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-04-06,2831155
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-08-31,1134506
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-09-25,18100224
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-12-13,1751796
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-01-13,1054608
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-12-14,575446
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-06-14,11018630
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-06-14,6906330
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-05-09,6516815
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-09-25,191552
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-04-25,8670689
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-06-17,10048654
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-12-22,16468128
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-06-15,8254206
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-03-07,4427480
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-12-15,27052557
3017011,Ostrów Wielkopolski (1),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-02-20,705602
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-06-15,494446
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-12-30,6854788
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-07-13,13142483
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-09-16,391415
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-03-16,9775837
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-11-17,2296103
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-03-22,11467127
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-09-18,8379406
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-07-24,31658515
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-08-14,23464687
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-12-31,392539
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-12-23,3576174
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-09-08,2218244
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-02-11,67196472
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-07-29,993827
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-04-02,4242978
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-11-15,5230105
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-02-02,2835787
3017023,Nowe Skalmierzyce (3),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-12-01,11811448
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-02-14,598314
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-11-02,557754
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-02-22,3925797
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-08-16,2728221
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-06-01,20946093
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-07-09,1052910
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-02-26,2409727
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-02-07,29535034
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-02-01,35943139
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-06-01,7209615
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-03-17,31403903
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-06-15,1540245
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-08-24,5170400
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-07-23,1742093
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-01-27,61013002
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-06-17,2557251
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-07-27,1205953
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-08-22,25631822
3017033,Odolanów (3),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-06-24,13990014
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2004,2004-07-20,1660376
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2005,2005-05-07,13064292
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2006,2006-09-04,11112284
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2007,2007-06-13,7673564
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2008,2008-12-20,375677
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2009,2009-02-07,3977526
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2010,2010-08-05,21405658
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2011,2011-12-16,36991536
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2012,2012-12-26,4229132
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2013,2013-04-15,19708697
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2014,2014-07-04,3540656
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2015,2015-02-15,19181850
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2016,2016-08-06,130216077
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2017,2017-12-14,18875059
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2018,2018-10-09,24901800
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2019,2019-10-20,8877932
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2020,2020-09-26,7577315
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2021,2021-05-27,7307882
3010073,Rychwał (3),Powiat koniński,WIELKOPOLSKIE,2022,2022-11-26,16986113
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-08-04,197167
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-06-14,10286833
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-11-20,8156204
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-09-01,12309099
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-04-06,23662
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-10-01,68716759
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-10-07,4602515
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-12-14,12700219
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-12-08,2230800
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-03-17,6687274
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-07-14,7549692
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-03-26,16182183
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-07-07,20640534
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-10-06,8381331
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-10-04,91714091
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-03-09,8021411
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-01-30,12518409
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-09-23,39878663
3017042,Ostrów Wielkopolski (2),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-12-10,372077
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-03-07,1571028
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-12-22,1427064
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-09-14,380097
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-06-30,3829301
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-05-18,4990603
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-08-26,2547076
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-04-08,9954547
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-01-11,29211433
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-11-23,5103053
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-08-13,968662
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-01-30,17265673
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-10-09,15698869
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-12-02,2813302
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-12-21,3511011
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-04-18,7847072
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-06-26,2914939
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-06-12,4491995
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-06-04,9190491
3017063,Raszków (3),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-04-10,38311682
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-02-05,542398
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-03-05,534942
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-09-21,2554382
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-01-27,307981
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-03-25,7460769
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-07-11,6036487
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-02-19,4099021
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-09-18,18357570
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-03-21,12639462
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-03-24,15452194
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-05-25,11861691
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-06-15,12761546
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-10-10,2249758
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-12-20,35189192
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-07-29,14410750
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-06-04,17131922
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-04-13,2197554
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-05-14,229776
3017072,Sieroszewice (2),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-11-17,5915367
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2004,2004-04-10,4226684
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2005,2005-11-21,1839463
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2006,2006-07-01,309843
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2007,2007-09-16,9940156
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2008,2008-04-12,6504680
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2009,2009-09-01,21219389
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2010,2010-08-28,18816913
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2011,2011-01-09,295198
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2012,2012-06-30,2220748
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2013,2013-01-31,1519874
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2014,2014-06-27,150251398
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2015,2015-11-03,5010266
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2016,2016-09-26,4371203
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2017,2017-10-30,3739170
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2018,2018-12-28,5721598
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2019,2019-04-01,6680786
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2020,2020-07-08,4370631
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2021,2021-03-11,6350988
3017082,Sośnie (2),Powiat ostrowski,WIELKOPOLSKIE,2022,2022-05-13,4364777
3018012,Czajków (2),Powiat ostrzeszowski,WIELKOPOLSKIE,2004,2004-10-30,1090573
